venue,title,abstract,doi,is_msr,msr_reason,has_causal,causal_type,causal_reason,is_empirical,empirical_reason,correct,reason
ICSE 2019,Distilling neural representations of data structure manipulation using fMRI and fNIRS,"Data structures permeate many aspects of software engineering, but their associated human cognitive processes are not thoroughly understood. We leverage medical imaging and insights from the psychological notion of spatial ability to decode the neural representations of several fundamental data structures and their manipulations. In a human study involving 76 participants, we examine list, array, tree, and mental rotation tasks using both functional near-infrared spectroscopy (fNIRS) and functional magnetic resonance imaging (fMRI). We find a nuanced relationship: data structure and spatial operations use the same focal regions of the brain but to different degrees. They are related but distinct neural tasks. In addition, more difficult computer science problems induce higher cognitive load than do problems of pure spatial reasoning. Finally, while fNIRS is less expensive and more permissive, there are some computing-relevant brain regions that only fMRI can reach.",10.1109/ICSE.2019.00053,False,The paper does not mine software repositories; it collects neuroimaging data from human participants performing programming-related cognitive tasks.,True,claim,"The paper makes causal-like claims such as 'more difficult computer science problems induce higher cognitive load,' implying that task difficulty causes increased cognitive load.",True,"The paper conducts a human study with 76 participants collecting fNIRS and fMRI neuroimaging data to investigate cognitive processes associated with data structure manipulation, making it an empirical study.",yes,
FSE 2023,SJFuzz: Seed and Mutator Scheduling for JVM Fuzzing,"While the Java Virtual Machine (JVM) plays a vital role in ensuring correct executions of Java applications, testing JVMs via generating and running class files on them can be rather challenging. The existing techniques, e.g., ClassFuzz and Classming, attempt to leverage the power of fuzzing and differential testing to cope with JVM intricacies by exposing discrepant execution results among different JVMs, i.e., inter-JVM discrepancies, for testing analytics. However, their adopted fuzzers are insufficiently guided since they include no well-designed seed and mutator scheduling mechanisms, leading to inefficient differential testing. To address such issues, in this paper, we propose SJFuzz, the first JVM fuzzing framework with seed and mutator scheduling mechanisms for automated JVM differential testing. Overall, SJFuzz aims to mutate class files via control flow mutators to facilitate the exposure of inter-JVM discrepancies. To this end, SJFuzz schedules seeds (class files) for mutations based on the discrepancy and diversity guidance. SJFuzz also schedules mutators for diversifying class file generation. To evaluate SJFuzz, we conduct an extensive study on multiple representative real-world JVMs, and the experimental results show that SJFuzz significantly outperforms the state-of-the-art mutation-based and generation-based JVM fuzzers in terms of the inter-JVM discrepancy exposure and the class file diversity. Moreover, SJFuzz successfully reported 46 potential JVM issues, and 20 of them have been confirmed as bugs and 16 have been fixed by the JVM developers.",10.1145/3611643.3616277,False,The paper does not mine software repositories; it generates and mutates class files to test JVMs via differential testing.,False,none,The paper does not make causal claims or use causal inference methods; it compares performance of fuzzing approaches without claiming causal relationships.,False,"The paper proposes a new JVM fuzzing framework (SJFuzz) and evaluates it experimentally; this is a technique paper with an empirical evaluation, not a purely empirical SE study.",yes,
FSE 2018,Practical AJAX race detection for JavaScript web applications,"Asynchronous client-server communication is a common source of errors in JavaScript web applications. Such errors are difficult to detect using ordinary testing because of the nondeterministic scheduling of AJAX events. Existing automated event race detectors are generally too imprecise or too inefficient to be practically useful. To address this problem, we present a new approach based on a lightweight combination of dynamic analysis and controlled execution that directly targets identification of harmful AJAX event races. We experimentally demonstrate using our implementation, AjaxRacer, that this approach is capable of automatically detecting harmful AJAX event races in many websites, and producing informative error messages that support diagnosis and debugging. Among 20 widely used web pages that use AJAX, AjaxRacer discovers harmful AJAX races in 12 of them, with a total of 72 error reports, and with very few false positives.",10.1145/3236024.3236038,False,The paper does not mine software repositories; it analyzes live web pages for race conditions using dynamic analysis.,False,none,The paper does not make causal claims or use causal inference methods; it reports on the detection capability of a tool.,False,"The paper proposes a new tool (AjaxRacer) for detecting AJAX race conditions and evaluates it on 20 web pages; this is a technique/tool paper with an empirical evaluation, not an empirical SE study investigating software engineering phenomena.",yes,
ICSE 2024,"It's Not a Feature, It's a Bug: Fault-Tolerant Model Mining from Noisy Data","The mining of models from data finds widespread use in industry. There exists a variety of model inference methods for perfectly deterministic behaviour, however, in practice, the provided data often contains noise due to faults such as message loss or environmental factors that many of the inference algorithms have problems dealing with. We present a novel model mining approach using Partial Max-SAT solving to infer the best possible automaton from a set of noisy execution traces. This approach enables us to ignore the minimal number of presumably faulty observations to allow the construction of a deterministic automaton. No preprocessing of the data is required. The method's performance as well as a number of considerations for practical use are evaluated, including three industrial use cases, for which we inferred the correct models.",10.1145/3597503.3623346,False,The paper mines models from execution traces but does not analyze software repositories to discover empirical insights about software development processes.,False,none,The paper does not make causal claims or use causal inference methods; it focuses on inferring automata models from noisy data.,False,"The paper proposes a novel model mining approach using Partial Max-SAT solving and evaluates its performance including industrial use cases, but the primary contribution is the technique itself with evaluation serving as validation rather than investigating a software engineering phenomenon.",yes,
ASE 2025,Training-Control-as-Code: Towards a declarative solution to control training,"Training-as-a-service platforms facilitate users to deploy pre-configured Generative AI training jobs as batch workloads. The immutability of configuration offers minimal flexibility to dynamically adapt to training progress. Existing approaches invariably involve manually monitoring training progress on a dashboard, and the stop-reconfigure-restart of training does not scale well with number of experiments. Relying on pre-configuration, wastes computational resources and makes debugging of training jobs difficult. We address this gap through our training-control-as-code paradigm, which allows users to run user-defined code to analyze the training state and intervene to flag anomalies and save resource wastage. Our framework TrAC offers a declarative interface to allow for declaring desired control and for reusing it at scale. Using real-world open-source data and models we provide estimates on the savings in time and resource due to TrAC. We also provide demo video: https://youtu.be/RmhBfFjd1oA and code: https://github.com/foundation-model-stack/fms-hf-tuning/blob/main/examples/trainercontroller_configs/Readme.md",10.1109/ASE63991.2025.00384,False,The paper does not mine software repositories to discover insights about software development processes or artifacts.,False,none,The paper does not make causal claims or use causal inference methods; it describes a framework and provides resource savings estimates.,False,"The paper proposes a framework (TrAC) for controlling training jobs and provides estimates of savings, but it is primarily a tool/technique proposal rather than a systematic empirical study of software engineering phenomena.",yes,
FSE 2021,An exploratory study of autopilot software bugs in unmanned aerial vehicles,"Unmanned aerial vehicles (UAVs) are becoming increasingly important and widely used in modern society. Software bugs in these systems can cause severe issues, such as system crashes, hangs, and undefined behaviors. Some bugs can also be exploited by hackers to launch security attacks, resulting in catastrophic consequences. Therefore, techniques that can help detect and fix software bugs in UAVs are highly desirable. However, although there are many existing studies on bugs in various types of software, the characteristics of UAV software bugs have never been systematically studied. This impedes the development of tools for assuring the dependability of UAVs. To bridge this gap, we conducted the first large-scale empirical study on two well-known open-source autopilot software platforms for UAVs, namely PX4 and Ardupilot, to characterize bugs in UAVs. Through analyzing 569 bugs from these two projects, we observed eight types of UAV-specific bugs (i.e., limit, math, inconsistency, priority, parameter, hardware support, correction, and initialization) and learned their root causes. Based on the bug taxonomy, we summarized common bug patterns and repairing strategies. We further identified five challenges associated with detecting and fixing such UAV-specific bugs. Our study can help researchers and practitioners to better understand the threats to the dependability of UAV systems and facilitate the future development of UAV bug diagnosis tools.",10.1145/3468264.3468559,True,The study mines bug data from the repositories of PX4 and Ardupilot (open-source projects with version control and issue tracking) to extract and analyze software bugs.,False,none,The paper is an exploratory/descriptive study that characterizes and classifies bugs but does not make causal claims or use causal inference methods.,True,"The paper conducts a large-scale empirical study analyzing 569 bugs from two open-source UAV autopilot software projects to characterize and classify bug types, root causes, and repair strategies.",yes,
ASE 2020,Mastering Uncertainty in Performance Estimations of Configurable Software Systems,"Understanding the influence of configuration options on performance is key for finding optimal system configurations, system understanding, and performance debugging. In prior research, a number of performance-influence modeling approaches have been proposed, which model a configuration option's influence and a configuration's performance as a scalar value. However, these point estimates falsely imply a certainty regarding an option's influence that neglects several sources of uncertainty within the assessment process, such as (1) measurement bias, (2) model representation and learning process, and (3) incomplete data. This leads to the situation that different approaches and even different learning runs assign different scalar performance values to options and interactions among them. The true influence is uncertain, though. There is no way to quantify this uncertainty with state-of-the-art performance modeling approaches. We propose a novel approach, P4, based on probabilistic programming that explicitly models uncertainty for option influences and consequently provides a confidence interval for each prediction of a configuration's performance alongside a scalar. This way, we can explain, for the first time, why predictions may cause errors and which option's influences may be unreliable. An evaluation on 12 real-world subject systems shows that P4's accuracy is in line with the state of the art while providing reliable confidence intervals, in addition to scalar predictions.",10.1145/3324884.3416620,False,The paper does not mine software repositories; it evaluates configurable software systems' performance through measurements and modeling.,True,claim,"The paper discusses the 'influence' of configuration options on performance and aims to explain 'why predictions may cause errors,' implying causal relationships between options and performance outcomes.",False,"The paper proposes a novel approach (P4) based on probabilistic programming and evaluates it on 12 real-world subject systems, making it a technique paper with an empirical evaluation rather than a purely empirical SE study.",no,"has_causal=True ambiguous: paper proposes a performance modeling technique; ""influence of configuration options"" is about building a model, not investigating a causal question"
FSE 2015,Witness validation and stepwise testification across software verifiers,"It is commonly understood that a verification tool should provide a counterexample to witness a specification violation. Until recently, software verifiers dumped error witnesses in proprietary formats, which are often neither human- nor machine-readable, and an exchange of witnesses between different verifiers was impossible. To close this gap in software-verification technology, we have defined an exchange format for error witnesses that is easy to write and read by verification tools (for further processing, e.g., witness validation) and that is easy to convert into visualizations that conveniently let developers inspect an error path. To eliminate manual inspection of false alarms, we develop the notion of stepwise testification: in a first step, a verifier finds a problematic program path and, in addition to the verification result FALSE, constructs a witness for this path; in the next step, another verifier re-verifies that the witness indeed violates the specification. This process can have more than two steps, each reducing the state space around the error path, making it easier to validate the witness in a later step. An obvious application for testification is the setting where we have two verifiers: one that is efficient but imprecise and another one that is precise but expensive. We have implemented the technique of error-witness-driven program analysis in two state-of-the-art verification tools, CPAchecker and Ultimate Automizer, and show by experimental evaluation that the approach is applicable to a large set of verification tasks.",10.1145/2786805.2786867,False,The paper does not mine software repositories; it defines an exchange format and technique for software verification witnesses.,False,none,The paper does not make causal claims or use causal inference methods; it describes and evaluates a verification technique.,False,"The paper proposes a new technique (stepwise testification and error-witness exchange format) with an experimental evaluation demonstrating applicability, making it a technique/tool paper with evaluation rather than an empirical SE study.",yes,
ASE 2019,Automatic Generation of Pull Request Descriptions,"Enabled by the pull-based development model, developers can easily contribute to a project through pull requests (PRs). When creating a PR, developers can add a free-form description to describe what changes are made in this PR and/or why. Such a description is helpful for reviewers and other developers to gain a quick understanding of the PR without touching the details and may reduce the possibility of the PR being ignored or rejected. However, developers sometimes neglect to write descriptions for PRs. For example, in our collected dataset with over 333K PRs, more than 34% of the PR descriptions are empty. To alleviate this problem, we propose an approach to automatically generate PR descriptions based on the commit messages and the added source code comments in the PRs. We regard this problem as a text summarization problem and solve it using a novel sequence-to-sequence model. To cope with out-of-vocabulary words in software artifacts and bridge the gap between the training loss function of the sequence-to-sequence model and the evaluation metric ROUGE, which has been shown to correspond to human evaluation, we integrate the pointer generator and directly optimize for ROUGE using reinforcement learning and a special loss function. We build a dataset with over 41K PRs and evaluate our approach on this dataset through ROUGE and a human evaluation. Our evaluation results show that our approach outperforms two baselines by significant margins.",10.1109/ASE.2019.00026,False,"While the paper collects data from software repositories (pull requests with commit messages and code comments), the primary contribution is a new technique rather than mining repositories to discover empirical insights about software development.",False,none,The paper does not make causal claims or use causal inference methods; it describes and evaluates a proposed approach for generating PR descriptions.,False,"The paper proposes a novel approach (sequence-to-sequence model with pointer generator and reinforcement learning) for automatically generating pull request descriptions, with an empirical evaluation to validate the proposed technique, making it a technique paper with evaluation rather than an empirical SE study.",yes,
FSE 2020,Change impact analysis in Simulink designs of embedded systems,"This paper presents and evaluates the Boundary Diagram Tool for change impact analysis of large Simulink designs of embedded systems. In our previous work, we developed the Reach/Coreach Tool for model slicing within a single Simulink model. The current work extends the Reach/Coreach Tool to trace the impact of model changes through multiple models comprising an embedded system, including network interfaces. The change impact analysis results are represented using various diagrams motivated by industrial needs. Several techniques are used to improve understanding of impact analyses of large industrial systems. The tool has been integrated into the software development process of a large automotive OEM (Original Equipment Manufacturer) to support the following activities: change request analysis and evaluation, implementation, verification and integration. The tool also aids impact analyses required for compliance with functional safety standards. The tool’s effectiveness has been demonstrated on production-scale models.",10.1145/3368089.3417060,False,"The paper does not mine software repositories; it analyzes Simulink design models for change impact analysis rather than extracting data from version control, issue trackers, or similar repositories.",False,none,"The paper does not make causal claims or use causal inference methods; it describes tracing the impact of changes through models, which is dependency/traceability analysis rather than causal inference.",False,"The paper presents a tool for change impact analysis and demonstrates it on production-scale models, but it is primarily a tool/technique paper with a demonstration rather than a systematic empirical study collecting and analyzing data.",yes,
FSE 2024,Decomposing Software Verification using Distributed Summary Synthesis,"There are many approaches for automated software verification, but they are either imprecise, do not scale well to large systems, or do not sufficiently leverage parallelization. This hinders the integration of software model checking into the development process (continuous integration). We propose an approach to decompose one large verification task into multiple smaller, connected verification tasks, based on blocks in the program control flow. For each block, summaries (block contracts) are computed — based on independent, distributed, continuous refinement by communication between the blocks. The approach iteratively synthesizes preconditions to assume at the block entry (computed from postconditions received from block predecessors, i.e., which program states reach this block) and violation conditions to check at the block exit (computed from violation conditions received from block successors, i.e., which program states lead to a specification violation). This separation of concerns leads to an architecture in which all blocks can be analyzed in parallel, as independent verification problems. Whenever new information (as a postcondition or violation condition) is available from other blocks, the verification can decide to restart with this new information. We realize our approach on the basis of configurable program analysis and implement it for the verification of C programs in the widely used verifier CPAchecker. A large experimental evaluation shows the potential of our new approach: The distribution of the workload to several processing units works well, and there is a significant reduction of the response time when using multiple processing units. There are even cases in which the new approach beats the highly-tuned, existing single-threaded predicate abstraction.",10.1145/3660766,False,The paper does not mine software repositories for empirical insights about software development.,False,none,The paper does not make causal claims or use causal inference methods; it describes a technique and reports performance results.,False,"The paper proposes a new technique for decomposing software verification tasks and evaluates it experimentally; this is a technique paper with an empirical evaluation, not an empirical SE study investigating software engineering phenomena.",yes,
FSE 2017,On the similarity of software development documentation,"Software developers spent 20% of their time on information seeking on Stack Overflow, YouTube or an API reference documentation. Software developers can search within Stack Overflow for duplicates or similar posts. They can also take a look on software development documentations that have similar and additional information included as a Stack Overflow post or a development screencast in order to get new inspirations on how to solve their current development problem. The linkage of same and different types of software development documentation might safe time to evolve new software solutions and might increase the productivity of the developer’s work day. In this paper we will discuss our approach to get a broader understanding of different similarity types (exact, similar and maybe) within and between software documentation as well as an understanding of how different software documentations can be extended.",10.1145/3106237.3119875,False,"While the paper mentions Stack Overflow and other documentation sources, it does not describe mining or analyzing data from software repositories.",False,none,"The paper uses speculative language ('might safe time', 'might increase productivity') but does not make definitive causal claims or use causal inference methods.",False,The abstract describes a proposed approach to understand similarity types within software documentation but does not present collected data or empirical analysis results.,yes,
ASE 2020,SmartBugs: A Framework to Analyze Solidity Smart Contracts,"Over the last few years, there has been substantial research on automated analysis, testing, and debugging of Ethereum smart contracts. However, it is not trivial to compare and reproduce that research. To address this, we present SmartBugs, an extensible and easy-to-use execution framework that simplifies the execution of analysis tools on smart contracts written in Solidity, the primary language used in Ethereum. SmartBugs is currently distributed with support for 10 tools and two datasets of Solidity contracts. The first dataset can be used to evaluate the precision of analysis tools, as it contains 143 annotated vulnerable contracts with 208 tagged vulnerabilities. The second dataset contains 47,518 unique contracts collected through Etherscan. We discuss how SmartBugs supported the largest experimental setup to date both in the number of tools and in execution time. Moreover, we show how it enables easy integration and comparison of analysis tools by presenting a new extension to the tool SmartCheck that improves substantially the detection of vulnerabilities related to the DASP10 categories Bad Randomness, Time Manipulation, and Access Control(identified vulnerabilities increased from 11% to 24%).",10.1145/3324884.3415298,True,"The paper collects and analyzes a dataset of 47,518 unique smart contracts from Etherscan (a blockchain repository) and uses annotated vulnerability datasets to evaluate analysis tools.",False,none,The paper describes a framework and reports comparative results on tool performance without making causal claims or using causal inference methods.,True,The paper presents an execution framework evaluated with datasets of smart contracts and reports experimental results comparing analysis tools and measuring vulnerability detection rates.,yes,
ASE 2025,Towards Reliable LLM-based Exam Generation Lessons Learned and Open Challenges in an Industrial Project,"Large Language Models (LLMs) have revolutionized the way natural language tasks are handled, with big potential applications in the context of education. LLMs can save educators time and effort, for instance, in content creation and exam generation. Although promising, LLMs’ integration into educational products brings some risks that companies must mitigate.In the context of an industrial project, we investigate the effectiveness of LLMs to generate educational multiple-choice questions. The experiments include 16 commercial and open-source LLMs, rely on standard metrics to assess the accuracy (F1 and BLEU) and linguistic quality (perplexity and diversity) of the generated questions, and compare with five specialized models. The results suggest that recent LLMs can outperform the fine-tuned models for question generation, open-source LLMs are very competitive with the commercial ones, with Meta Llama models being the best performing, and DeepSeek as performing as recent GPT4 models.This promising empirical evidence encourages us to focus on advanced prompting strategies, for which we report relevant open challenges we aim to address in the short term.",10.1109/ASE63991.2025.00313,False,The paper does not mine software repositories; it evaluates LLMs for educational content generation in an industrial project context.,False,none,The paper reports comparative performance results and does not make causal claims or use causal inference methods.,True,"The paper conducts experiments comparing 16 LLMs using standard metrics (F1, BLEU, perplexity, diversity) for educational question generation, collecting and analyzing quantitative data.",yes,
ICSE 2024,Detecting Automatic Software Plagiarism via Token Sequence Normalization,"While software plagiarism detectors have been used for decades, the assumption that evading detection requires programming proficiency is challenged by the emergence of automated pla-giarism generators. These generators enable effortless obfus-cation attacks, exploiting vulnerabilities in existing detectors by inserting statements to disrupt the matching of related programs. Thus, we present a novel, language-independent de-fense mechanism that leverages program dependence graphs, rendering such attacks infeasible. We evaluate our approach with multiple real-world datasets and show that it defeats plagiarism generators by offering resilience against automated obfuscation while maintaining a low rate of false positives.",10.1145/3597503.3639192,False,The paper does not mine software repositories to discover insights about software development processes or practices.,False,none,The paper does not make causal claims or use causal inference methods; it evaluates the effectiveness of a detection technique.,False,"The paper proposes a novel defense mechanism (tool/technique) and evaluates it on datasets; this is a technique paper with an empirical evaluation, not an empirical SE study investigating software engineering phenomena.",yes,
FSE 2020,FrUITeR: a framework for evaluating UI test reuse,"UI testing is tedious and time-consuming due to the manual effort required. Recent research has explored opportunities for reusing existing UI tests from an app to automatically generate new tests for other apps. However, the evaluation of such techniques currently remains manual, unscalable, and unreproducible, which can waste effort and impede progress in this emerging area. We introduce FrUITeR, a framework that automatically evaluates UI test reuse in a reproducible way. We apply FrUITeR to existing test-reuse techniques on a uniform benchmark we established, resulting in 11,917 test reuse cases from 20 apps. We report several key findings aimed at improving UI test reuse that are missed by existing work.",10.1145/3368089.3409708,False,"The paper evaluates UI test reuse techniques using a benchmark of apps and their tests, but does not mine software repositories such as version control, issue trackers, or similar data sources.",False,none,The paper reports findings about UI test reuse effectiveness but does not make causal claims or use causal inference methods.,True,"The paper applies the FrUITeR framework to evaluate existing UI test reuse techniques on a benchmark of 20 apps, generating and analyzing 11,917 test reuse cases, which constitutes an empirical evaluation.",yes,
ASE 2025,Fault Injection for Simulink-based CPS Models: Insights and Future Directions,"Ensuring the safety and reliability of Cyber-Physical Systems (CPS) is critical, particularly in safety-critical domains such as automotive and aerospace. Fault Injection (FI) is a well-established technique for testing system resilience, but current FI tools often face challenges when applied to Simulink-based CPS models. In this paper, we analyze the shortcomings of existing FI methods, and reflect on the key challenges of FI for Simulink-based CPS models. By offering insights into these challenges and proposing research pathways, we aim to inspire further advances in FI methodologies, enabling more robust testing of CPS in real-world applications.",10.1109/ASE63991.2025.00326,False,The paper does not involve mining software repositories for empirical insights.,False,none,The abstract does not mention causal inference methods or make causal claims.,False,"The paper analyzes shortcomings and reflects on challenges of fault injection methods, proposing research directions, but does not describe collecting or analyzing empirical data.",yes,
ICSE 2021,Enabling Software Resilience in GPGPU Applications via Partial Thread Protection,"Graphics Processing Units (GPUs) are widely used by various applications in a broad variety of fields to accelerate their computation but remain susceptible to transient hardware faults (soft errors) that can easily compromise application output. By taking advantage of a general purpose GPU application hierarchical organization in threads, warps, and cooperative thread arrays, we propose a methodology that identifies the resilience of threads and aims to map threads with the same resilience characteristics to the same warp. This allows to engage partial replication mechanisms for error detection/correction at the warp level. By exploring 12 benchmarks (17 kernels) from 4 benchmark suites, we illustrate that threads can be remapped into reliable or unreliable warps with only 1.63% introduced overhead (on average), and then enable selective protection via replication to those groups of threads that truly need it. Furthermore, we show that thread remapping to different warps does not sacrifice application performance. We show how this remapping facilitates warp replication for error detection and/or correction and achieves average reduction of 20.61% and 27.15% execution cycles, respectively comparing to standard duplication/triplication.",10.1109/ICSE43902.2021.00114,False,The paper does not mine software repositories; it evaluates a proposed methodology using GPU benchmark suites.,False,none,The paper does not make causal claims or use causal inference methods; it reports performance metrics of a proposed technique.,False,"The paper proposes a methodology for partial thread protection in GPU applications and evaluates it on benchmarks, making it a technique paper with an empirical evaluation rather than a purely empirical SE study.",yes,
FSE 2024,PBE-Based Selective Abstraction and Refinement for Efficient Property Falsification of Embedded Software,"Comprehensive verification/falsification of embedded software is challenging and often impossible mainly due to the typical characteristics of embedded software, such as the use of global variables, reactive behaviors, and its (soft or hard) real-time requirements, to name but a few. Abstraction is one of the major solutions to this problem, but existing proven abstraction techniques are not effective in this domain as they are uniformly applied to the entire program and often require a large number of refinements to find true alarms. This work proposes a domain-specific solution for efficient property falsification based on the observation that embedded software typically consists of a number of user-defined auxiliary functions, many of which may be loosely coupled with the main control logic. Our approach selectively abstracts auxiliary functions using function summaries synthesized by Programming-By-Example (PBE), which reduces falsification complexity as well as the number of refinements. The drawbacks of using PBE-based function summaries, which are neither sound nor complete, for abstraction are counteracted by symbolic alarm filtering and novel PBE-based refinements for function summaries. We demonstrate that the proposed approach has comparable performance to the state-of-the-art model checkers on SV-COMP benchmark programs and outperforms them on a set of typical embedded software in terms of both falsification efficiency and scalability.",10.1145/3643740,False,The paper does not mine software repositories; it evaluates a verification technique on benchmark programs and embedded software.,False,none,The paper does not make causal claims or use causal inference methods; it describes a technique and compares its performance to existing tools.,False,"The paper proposes a new technique (PBE-based selective abstraction and refinement) and evaluates it against benchmarks, making it a technique paper with an empirical evaluation rather than an empirical SE study investigating software engineering phenomena.",yes,
ICSE 2019,Smoke: scalable path-sensitive memory leak detection for millions of lines of code,"Detecting memory leak at industrial scale is still not well addressed, in spite of the tremendous effort from both industry and academia in the past decades. Existing work suffers from an unresolved paradox - a highly precise analysis limits its scalability and an imprecise one seriously hurts its precision or recall. In this work, we present SMOKE, a staged approach to resolve this paradox. In the ?rst stage, instead of using a uniform precise analysis for all paths, we use a scalable but imprecise analysis to compute a succinct set of candidate memory leak paths. In the second stage, we leverage a more precise analysis to verify the feasibility of those candidates. The ?rst stage is scalable, due to the design of a new sparse program representation, the use-?ow graph (UFG), that models the problem as a polynomial-time state analysis. The second stage analysis is both precise and ef?cient, due to the smaller number of candidates and the design of a dedicated constraint solver. Experimental results show that SMOKE can ?nish checking industrial-sized projects, up to 8MLoC, in forty minutes with an average false positive rate of 24.4%. Besides, SMOKE is signi?cantly faster than the state-of-the-art research techniques as well as the industrial tools, with the speedup ranging from 5.2X to 22.8X. In the twenty-nine mature and extensively checked benchmark projects, SMOKE has discovered thirty previously unknown memory leaks which were con?rmed by developers, and one even assigned a CVE ID.",10.1109/ICSE.2019.00025,False,The paper does not mine software repositories to discover insights about software development; it evaluates a tool on benchmark projects.,False,none,The paper does not make causal claims or use causal inference methods; it reports performance metrics of a proposed tool.,False,"The paper proposes a new tool (SMOKE) for memory leak detection and evaluates it experimentally; this is a technique paper with an empirical evaluation, not an empirical SE study investigating software engineering phenomena.",yes,
ASE 2024,A Position-Aware Approach to Decomposing God Classes,"God classes are widely recognized as code smells, significantly impairing the maintainability and readability of source code. However, resolving the identified God classes remains a formidable challenge, and we still lack automated and accurate tools to resolve God classes automatically. To this end, in this paper, we propose a novel approach (called ClassSplitter) to decompose God classes. The key observation behind the proposed approach is that software entities (i.e., methods and fields) that are physically adjacent often have strong semantic correlations and thus have a great chance of being classified into the same class during God class deposition. We validate this hypothesis by analyzing 54 God class decomposition refactorings actually conducted in the wild. According to the observation, we measure the similarity between software entities by exploiting not only traditional code metrics but also their relative physical positions. Based on the similarity, we customize a clustering algorithm to classify the methods within a given God class, and each of the resulting clusters is taken as a new class. Finally, ClassSplitter allocates the fields of the God class to the new classes according to the field-access-based coupling between fields and classes. We evaluate ClassSplitter using 133 real-world God classes from open-source applications. Our evaluation results suggest that ClassSplitter could substantially improve the state of the art in God class decomposition, improving the average MoJoFM by 47%. Manual evaluation also confirmed that in most cases (77%) the solutions suggested by ClassSplitter were preferred by developers to alternatives suggested by the state-of-the-art baseline approach.CCS CONCEPTS• Software and its engineering → Maintaining software; Soft-ware evolution.",10.1145/3691620.3694992,False,"While the paper analyzes real-world refactorings from open-source repositories, its primary contribution is a new technique rather than mining repositories for empirical insights about software development.",False,none,The paper does not employ causal inference methods or make explicit causal claims; it discusses correlations between physical adjacency and semantic similarity and evaluates tool performance.,False,"The paper proposes a novel tool (ClassSplitter) for decomposing God classes and evaluates it empirically, making it a technique paper with an empirical evaluation rather than a primarily empirical SE paper.",yes,
FSE 2017,Improving understanding of dynamically typed software developed by agile practitioners,"Agile Development values working software over documentation. Therefore, in maintenance stages of existing software, the source code is the sole software artifact that developers have for analyzing the viability and impact of a new user story. Since functionality is often spread in hundreds of lines of code, it is hard for the developer to understand the system, which may lead to under-/overestimation of the new feature cost and rework/delays in the subsequent phases of development. In a previous work, we proposed a Model-Driven Reverse Engineering approach for obtaining software visualizations from source code. Two case studies of comprehension of applications written in statically typed languages have shown the applicability of this approach. A recent experience with an industrial partner, where the systems are developed on dynamically typed languages, has motivated us to adapt the previous proposal to take as input not only the source code but also the application data schema to complete the information that is missing in the code, and then automatically generate more meaningful diagrams that help developers in maintenance tasks. In this article, we present the adaptation of the general approach to support data schema as an additional input and its instrumentation in an industrial case study where the technology is Ruby on Rails. The paper ends by explaining the precision and performance of the instrumentation when used in a Colombian company as well as lessons learned.",10.1145/3106237.3117772,False,"The paper performs reverse engineering of source code and data schemas for comprehension purposes, but does not mine software repositories to discover empirical insights about development processes.",False,none,The paper describes an approach and its evaluation but does not make causal claims or use causal inference methods.,True,"The paper presents an industrial case study evaluating the precision and performance of their approach in a Colombian company, collecting and analyzing data from a real-world setting.",yes,
FSE 2016,Sustainable software design,"Although design plays a central role in software development, the information produced in this activity is often left to progressively evaporate as the result of software evolution, loss of artifacts, or the fading of related knowledge held by the development team. This paper introduces the concept of sustainability for software design, and calls for its integration into the existing catalog of design quality attributes. Applied to software design, sustainability conveys the idea that a particular set of design decisions and their rationale can be succinctly reflected in the host technology and/or described in documentation in a way that is checkable for conformance with the code and generally resistant to evaporation. The paper discusses the relation between sustainability and existing research areas in software engineering, and highlights future research challenges related to sustainable software design.",10.1145/2950290.2983983,False,The paper does not mine or analyze data from software repositories.,False,none,The paper does not make causal claims or use causal inference methods; it proposes a new concept and discusses future research directions.,False,The paper introduces a conceptual framework (sustainability for software design) and discusses its relation to existing research areas without collecting or analyzing empirical data.,yes,
