venue,title,abstract,doi,is_msr,msr_reason,has_causal,causal_type,causal_reason,is_empirical,empirical_reason,causal_method_class,correct,reason,causal_method_class_corrected
ICSE 2023,Information-Theoretic Testing and Debugging of Fairness Defects in Deep Neural Networks,"The deep feedforward neural networks (DNNs) are increasingly deployed in socioeconomic critical decision support software systems. DNNs are exceptionally good at finding min-imal, sufficient statistical patterns within their training data. Consequently, DNNs may learn to encode decisions-amplifying existing biases or introducing new ones-that may disadvantage protected individuals/groups and may stand to violate legal protections. While the existing search based software testing approaches have been effective in discovering fairness defects, they do not supplement these defects with debugging aids-such as severity and causal explanations-crucial to help developers triage and decide on the next course of action. Can we measure the severity of fairness defects in DNNs? Are these defects symptomatic of improper training or they merely reflect biases present in the training data? To answer such questions, we present Dice: an information-theoretic testing and debugging framework to discover and localize fairness defects in DNNs. The key goal of Dice is to assist software developers in triaging fairness defects by ordering them by their severity. Towards this goal, we quantify fairness in terms of protected information (in bits) used in decision making. A quantitative view of fairness defects not only helps in ordering these defects, our empirical evaluation shows that it improves the search efficiency due to resulting smoothness of the search space. Guided by the quan-titative fairness, we present a causal debugging framework to localize inadequately trained layers and neurons responsible for fairness defects. Our experiments over ten DNNs, developed for socially critical tasks, show that Dice efficiently characterizes the amounts of discrimination, effectively generates discriminatory instances (vis-a-vis the state-of-the-art techniques), and localizes layers/neurons with significant biases.",10.1109/ICSE48619.2023.00136,False,The paper does not mine software repositories; it experiments with deep neural networks and their training data to detect fairness defects.,True,both,The paper presents a 'causal debugging framework' to localize layers/neurons responsible for fairness defects and uses causal language such as 'causal explanations' and identifying neurons 'responsible for' fairness defects.,False,"The paper proposes a new tool/framework (Dice) for testing and debugging fairness defects in DNNs, with an empirical evaluation to demonstrate its effectiveness; this makes it a technique paper with evaluation rather than an empirical SE study investigating software engineering phenomena.",Causal Fault Localization,yes,,Causal Fault Localization
ICSE 2023,CC: Causality-Aware Coverage Criterion for Deep Neural Networks,"Deep neural network (DNN) testing approaches have grown fast in recent years to test the correctness and robustness of DNNs. In particular, DNN coverage criteria are frequently used to evaluate the quality of a test suite, and a number of coverage criteria based on neuron-wise, layer-wise, and path-/trace-wise coverage patterns have been published to date. However, we see that existing criteria are insufficient to represent how one neuron would influence subsequent neurons; hence, we lack a concept of how neurons, when functioning as causes and effects, might jointly make a DNN prediction. Given recent advances in interpreting DNN internals using causal inference, we present the first causality-aware DNN coverage criterion, which evaluates a test suite by quantifying the extent to which the suite provides new causal relations for testing DNNs. Performing standard causal inference on DNNs presents both theoretical and practical hurdles. We introduce CC (causal coverage), a practical and efficient coverage criterion that integrates a set of optimizations using DNN domain-specific knowledge. We illustrate the efficacy of CC using diverse, real-world inputs and adversarial inputs, such as adversarial examples (AEs) and backdoor inputs. We demonstrate that CC outperforms previous DNN criteria under various settings with moderate cost.",10.1109/ICSE48619.2023.00153,False,The paper does not mine software repositories; it evaluates a DNN testing coverage criterion using DNN models and test inputs.,True,method,"The paper explicitly uses causal inference methods to define a causality-aware coverage criterion for DNNs, analyzing causal relations among neurons using causal inference techniques.",False,"The paper proposes a new coverage criterion (CC) for DNN testing and evaluates it experimentally, making it a technique paper with empirical evaluation rather than an empirical SE study investigating software engineering phenomena.",Causal Fault Localization,no,"CFL incorrect: paper defines a causality-aware COVERAGE CRITERION for DNN testing using causal neuron analysis, distinct from fault localization",Counterfactual Analysis
ICSE 2023,Developers' Visuo-spatial Mental Model and Program Comprehension,"Previous works from research and industry have proposed a spatial representation of code in a canvas, arguing that a navigational code space confers developers the freedom to organise elements according to their understanding. By allowing developers to translate logical relatedness into spatial proximity, this code representation could aid in code navigation and comprehension. However, the association between developers' code comprehension and their visuo-spatial mental model of the code is not yet well understood. This mental model is affected on the one hand by the spatial code representation and on the other by the visuo-spatial working memory of developers. We address this knowledge gap by conducting an online experiment with 20 developers following a between-subject design. The control group used a conventional tab-based code visualization, while the experimental group used a code canvas to complete three code comprehension tasks. Furthermore, we measure the participants' visuo-spatial working memory using a Corsi Block test at the end of the tasks. Our results suggest that, overall, neither the spatial representation of code nor the visuo-spatial working memory of developers has a significant impact on comprehension performance. However, we identified significant differences in the time dedicated to different comprehension activities such as navigation, annotation, and UI interactions.",10.1109/ICSE48619.2023.00163,False,"The study is a controlled experiment with human participants performing code comprehension tasks, not an analysis of data mined from software repositories.",True,both,The paper uses a controlled between-subject experimental design (a causal inference method) and makes causal claims such as evaluating the 'impact' of spatial representation and visuo-spatial working memory on comprehension performance.,True,"The paper conducts an online controlled experiment with 20 developers following a between-subject design to investigate the association between spatial code representation, visuo-spatial working memory, and code comprehension.",Randomized Controlled Experiment; Regression-based Causal Inference,yes,,Randomized Controlled Experiment; Regression-based Causal Inference
ICSE 2023,Two Sides of the Same Coin: Exploiting the Impact of Identifiers in Neural Code Comprehension,"Previous studies have demonstrated that neural code comprehension models are vulnerable to identifier naming. By renaming as few as one identifier in the source code, the models would output completely irrelevant results, indicating that identifiers can be misleading for model prediction. However, identifiers are not completely detrimental to code comprehension, since the semantics of identifier names can be related to the program semantics. Well exploiting the two opposite impacts of identifiers is essential for enhancing the robustness and accuracy of neural code comprehension, and still remains under-explored. In this work, we propose to model the impact of identifiers from a novel causal perspective, and propose a counterfactual reasoning-based framework named CREAM. CREAM explicitly captures the misleading information of identifiers through multi-task learning in the training stage, and reduces the misleading impact by counterfactual inference in the inference stage. We evaluate CREAM on three popular neural code comprehension tasks, including function naming, defect detection and code classification. Experiment results show that CREAM not only significantly outperforms baselines in terms of robustness (e.g., +37.9% on the function naming task at F1 score), but also achieve improved results on the original datasets (e.g., +0.5% on the function naming task at F1 score).",10.1109/ICSE48619.2023.00164,False,The paper does not mine software repositories to discover insights about software development; it proposes and evaluates a neural code comprehension framework.,True,method,"The paper explicitly uses causal inference methods, specifically counterfactual reasoning and causal modeling, to capture and reduce the misleading impact of identifiers in neural code comprehension.",False,"The paper proposes a new framework (CREAM) based on counterfactual reasoning and evaluates it experimentally, making it a technique paper with empirical evaluation rather than an empirical SE study investigating software engineering phenomena.",Counterfactual Analysis,yes,,Counterfactual Analysis
ICSE 2024,Block-based Programming for Two-Armed Robots: A Comparative Study,"Programming industrial robots is difficult and expensive. Although recent work has made substantial progress in making it accessible to a wider range of users, it is often limited to simple programs and its usability remains untested in practice. In this article, we introduce Duplo, a block-based programming environment that allows end-users to program two-armed robots and solve tasks that require coordination. Duplo positions the program for each arm side-by-side, using the spatial relationship between blocks from each program to represent parallelism in a way that end-users can easily understand. This design was proposed by previous work, but not implemented or evaluated in a realistic programming setting. We performed a randomized experiment with 52 participants that evaluated Duplo on a complex programming task that contained several sub-tasks. We compared Duplo with RobotStudio Online YuMi, a commercial solution, and found that Duplo allowed participants to solve the same task faster and with greater success. By analyzing the information collected during our user study, we further identified factors that explain this performance difference, as well as remaining barriers, such as debugging issues and difficulties in interacting with the robot. This work represents another step towards allowing a wider audience of non-professionals to program, which might enable the broader deployment of robotics.",10.1145/3597503.3623329,False,"The study is a controlled user experiment, not an analysis of data from software repositories.",True,both,The paper uses a randomized experiment (a causal inference method) and makes causal claims such as 'Duplo allowed participants to solve the same task faster' and identifies 'factors that explain this performance difference.',True,"The paper conducts a randomized experiment with 52 participants comparing two programming environments, collecting and analyzing quantitative and qualitative data on task performance.",Randomized Controlled Experiment,yes,,Randomized Controlled Experiment
ICSE 2024,Improving Testing Behavior by Gamifying IntelliJ,"Testing is an important aspect of software development, but unfor-tunately, it is often neglected. While test quality analyses such as code coverage or mutation analysis inform developers about the quality of their tests, such reports are viewed only sporadically during continuous integration or code review, if they are considered at all, and their impact on the developers' testing behavior therefore tends to be negligible. To actually influence developer behavior, it may rather be necessary to motivate developers directly within their programming environment, while they are coding. We introduce IntelliGame, a gamified plugin for the popular IntelliJ Java Inte-grated Development Environment, which rewards developers for positive testing behavior using a multi-level achievement system: A total of 27 different achievements, each with incremental levels, provide affirming feedback when developers exhibit commendable testing behavior, and provide an incentive to further continue and improve this behavior. A controlled experiment with 49 participants given a Java programming task reveals substantial differences in the testing behavior triggered by IntelliGame: Incentivized developers write more tests, achieve higher coverage and mutation scores, run their tests more often, and achieve functionality earlier.",10.1145/3597503.3623339,False,"The study is a controlled experiment with human participants, not an analysis of data mined from software repositories.",True,both,"The controlled experiment is a causal inference method, and the paper makes causal claims such as 'differences in the testing behavior triggered by IntelliGame' and 'Incentivized developers write more tests, achieve higher coverage.'.",True,The paper conducts a controlled experiment with 49 participants to evaluate the effect of the IntelliGame plugin on testing behavior.,Randomized Controlled Experiment; Causal Fault Localization,no,"CFL incorrect: paper evaluates gamification effect on testing behavior via RCT, not performing fault localization",Randomized Controlled Experiment
ICSE 2024,"Novelty Begets Popularity, But Curbs Participation - A Macroscopic View of the Python Open-Source Ecosystem","Who creates the most innovative open-source software projects? And what fate do these projects tend to have? Building on a long history of research to understand innovation in business and other domains, as well as recent advances towards modeling innovation in scientific research from the science of science field, in this paper we adopt the analogy of innovation as emerging from the novel recombination of existing bits of knowledge. As such, we consider as innovative the software projects that recombine existing soft-ware libraries in novel ways, i.e., those built on top of atypical combinations of packages as extracted from import statements. We then report on a large-scale quantitative study of innovation in the Python open-source software ecosystem. Our results show that higher levels of innovativeness are statistically associated with higher GitHub star counts, i.e., novelty begets popularity. At the same time, we find that controlling for project size, the more in-novative projects tend to involve smaller teams of contributors, as well as be at higher risk of becoming abandoned in the long term. We conclude that innovation and open source sustainability are closely related and, to some extent, antagonistic.",10.1145/3597503.3608142,True,"The paper mines software repositories (GitHub star counts, import statements from Python projects, contributor data) to extract and analyze data about open-source software development practices and outcomes.",True,both,"The paper uses causal language such as 'novelty begets popularity' and 'curbs participation,' and employs statistical controls (e.g., 'controlling for project size') to make claims about the effects of innovativeness on outcomes like popularity, team size, and abandonment risk.",True,"The paper conducts a large-scale quantitative study of the Python open-source ecosystem, collecting and analyzing data on software projects to investigate relationships between innovativeness, popularity, team size, and project sustainability.",Regression-based Causal Inference,yes,,Regression-based Causal Inference
ICSE 2024,Predicting open source contributor turnover from value-related discussions: An analysis of GitHub issues,"Discussions about project values are important for engineering soft-ware that meets diverse human needs and positively impacts society. Because value-related discussions involve deeply held beliefs, they can lead to conflicts or other outcomes that may affect motivations to continue contributing to open source projects. However, it is unclear what kind of value-related discussions are associated with significant changes in turnover. We address this gap by identifying discussions related to important project values and investigating the extent to which those discussions predict project turnover in the following months. We collected logs of GitHub issues and commits from 52 projects that share similar ethical commitments and were identified as part of the DWeb (Decentralized Web) community. We identify issues related to DWeb's core values of respectfulness, free-dom, broadmindedness, opposing centralized social power, equity & equality, and protecting the environment. We then use Granger causality analysis to examine how changes in the proportion of discussions related to those values might predict changes in incoming and outgoing turnover. We found multiple significant relationships between value-related discussions and turnover, including that discussions about respectfulness predict an increase in contributors leaving and a decrease in new contributors, while discussions about social power predicted better contributor retention. Understanding these antecedents of contributor turnover is important for man-aging open source projects that incorporate human-centric issues. Based on the results, we discuss implications for open source maintainers and for future research.",10.1145/3597503.3623340,True,The paper mines GitHub issues and commit logs from 52 open source projects to extract data about value-related discussions and contributor turnover.,True,both,The paper explicitly uses Granger causality analysis as a causal inference method and makes causal claims such as 'discussions about respectfulness predict an increase in contributors leaving' and 'discussions about social power predicted better contributor retention.',True,The paper collects and analyzes data from GitHub issues and commits across 52 projects to investigate the relationship between value-related discussions and contributor turnover.,Granger Causality; Causal Fault Localization,no,"CFL incorrect: paper uses Granger causality to predict contributor turnover, not software fault localization (Granger label is correct)",Granger Causality
ICSE 2024,"Automated Program Repair, What Is It Good For? Not Absolutely Nothing!","Industrial deployments of automated program repair (APR), e.g., at Facebook and Bloomberg, signal a new milestone for this exciting and potentially impactful technology. In these deployments, developers use APR-generated patch suggestions as part of a human-driven debugging process. Unfortunately, little is known about how using patch suggestions affects developers during debugging. This paper conducts a controlled user study with 40 developers with a median of 6 years of experience. The developers engage in debugging tasks on nine naturally-occurring defects in real-world, open-source, Java projects, using Recoder, SimFix, and TBar, three state-of-the-art APR tools. For each debugging task, the developers either have access to the project's tests, or, also, to code suggestions that make all the tests pass. These suggestions are either developer-written or APR-generated, which can be correct or deceptive. De-ceptive suggestions, which are a common APR occurrence, make all the available tests pass but fail to generalize to the intended specification. Through a total of 160 debugging sessions, we find that access to a code suggestion significantly increases the odds of submitting a patch. Access to correct APR suggestions increase the odds of debugging success by 14,000% as compared to having access only to tests, but access to deceptive suggestions decrease the odds of success by 65%. Correct suggestions also speed up de-bugging. Surprisingly, we observe no significant difference in how novice and experienced developers are affected by APR, suggesting that APR may find uses across the experience spectrum. Overall, developers come away with a strong positive impression of APR, suggesting promise for APR-mediated, human-driven debugging, despite existing challenges in APR-generated repair quality.",10.1145/3597503.3639095,False,The study is a controlled experiment with human participants rather than an analysis of data mined from software repositories.,True,both,"The paper uses a controlled experiment (a causal inference method) and makes explicit causal claims such as 'access to correct APR suggestions increase the odds of debugging success by 14,000%' and 'deceptive suggestions decrease the odds of success by 65%'.",True,"The paper conducts a controlled user study with 40 developers across 160 debugging sessions, collecting and analyzing quantitative and qualitative data on how APR-generated patch suggestions affect debugging outcomes.",Randomized Controlled Experiment; Causal Fault Localization,no,"CFL questionable: paper evaluates APR tool impact on debugging success via RCT, not using causal methods for fault localization (RCT label is correct)",Randomized Controlled Experiment
ICSE 2024,ACAV: A Framework for Automatic Causality Analysis in Autonomous Vehicle Accident Recordings,"The rapid progress of autonomous vehicles (AVs) has brought the prospect of a driverless future closer than ever. Recent fatalities, however, have emphasized the importance of safety validation through large-scale testing. Multiple approaches achieve this fully automatically using high-fidelity simulators, i.e., by generating diverse driving scenarios and evaluating autonomous driving systems (ADSs) against different test oracles. While effective at finding violations, these approaches do not identify the decisions and actions that caused them-information that is critical for improving the safety of ADSs. To address this challenge, we propose ACAV, an automated framework designed to conduct causality analyses for AV accident recordings in two stages. First, we apply feature extraction schemas based on the messages exchanged between ADS modules, and use a weighted voting method to discard frames of the recording unrelated to the accident. Second, we use safety specifications to identify safety-critical frames and deduce causal events by applying CAT-our causal analysis tool-to a station-time graph. We evaluated ACAV on the Apollo ADS, finding that it can identify five distinct types of causal events in 93.64% of 110 accident recordings generated by an AV testing engine. We further evaluated ACAV on 1206 accident recordings collected from versions of Apollo injected with specific faults, finding that it can correctly identify causal events in 96.44% of the accidents triggered by prediction errors, and 85.73% of the accidents triggered by planning errors.",10.1145/3597503.3639175,False,The paper does not mine software repositories; it analyzes autonomous vehicle accident recordings generated by simulators.,True,both,The paper explicitly proposes a causal analysis tool (CAT) to identify causal events in accident recordings and makes causal claims about the decisions and actions that caused AV accidents.,False,"The paper proposes a new framework (ACAV) for automated causality analysis and evaluates it on accident recordings; this is a tool/technique paper with an empirical evaluation, not a study investigating software engineering phenomena.",Causal Fault Localization,yes,,Causal Fault Localization
ICSE 2024,Towards Causal Deep Learning for Vulnerability Detection,"Deep learning vulnerability detection has shown promising results in recent years. However, an important challenge that still blocks it from being very useful in practice is that the model is not robust under perturbation and it cannot generalize well over the out-of-distribution (OOD) data, e.g., applying a trained model to unseen projects in real world. We hypothesize that this is because the model learned non-robust features, e.g., variable names, that have spurious correlations with labels. When the perturbed and OOD datasets no longer have the same spurious features, the model prediction fails. To address the challenge, in this paper, we introduced causality into deep learning vulnerability detection. Our approach CausalVul consists of two phases. First, we designed novel perturbations to discover spurious features that the model may use to make predictions. Second, we applied the causal learning algorithms, specifically, do-calculus, on top of existing deep learning models to systematically remove the use of spurious features and thus promote causal based prediction. Our results show that CausalVul consistently improved the model accuracy, robustness and OOD performance for all the state-of-the-art models and datasets we experimented. To the best of our knowledge, this is the first work that introduces do calculus based causal learning to software engineering models and shows it's indeed useful for improving the model accuracy, robustness and generalization. Our replication package is located at https://figshare.com/s/0ffda320dcb96c24gef2.",10.1145/3597503.3639170,False,The paper does not focus on mining software repositories to discover empirical insights about software development processes or practices.,True,both,"The paper explicitly uses do-calculus as a causal inference method to remove spurious correlations and promote causal-based prediction, and makes causal claims about spurious features causing model failures.",False,The paper proposes a new technique (CausalVul) for vulnerability detection and evaluates it experimentally; this makes it a technique paper with empirical evaluation rather than a purely empirical SE study investigating a software engineering phenomenon.,Interventional / do-Calculus,yes,,Interventional / do-Calculus
ICSE 2024,Coca: Improving and Explaining Graph Neural Network-Based Vulnerability Detection Systems,"Recently, Graph Neural Network (GNN)-based vulnerability detection systems have achieved remarkable success. However, the lack of explainability poses a critical challenge to deploy black-box models in security-related domains. For this reason, several approaches have been proposed to explain the decision logic of the detection model by providing a set of crucial statements positively contributing to its predictions. Unfortunately, due to the weakly-robust detection models and suboptimal explanation strategy, they have the danger of revealing spurious correlations and redundancy issue. In this paper, we propose Coca, a general framework aiming to 1) enhance the robustness of existing GNN-based vulnerability detection models to avoid spurious explanations; and 2) provide both concise and effective explanations to reason about the detected vulnerabilities. Coca consists of two core parts referred to as Trainer and Explainer. The former aims to train a detection model which is robust to random perturbation based on combina-torial contrastive learning, while the latter builds an explainer to derive crucial code statements that are most decisive to the detected vulnerability via dual-view causal inference as explanations. We apply Coca over three typical GNN-based vulnerability detectors. Experimental results show that Coca can effectively mitigate the spurious correlation issue, and provide more useful high-quality explanations.",10.1145/3597503.3639168,False,The paper does not focus on mining software repositories; it proposes and evaluates a framework for improving and explaining vulnerability detection models.,True,method,The paper explicitly uses 'dual-view causal inference' as a core component of its Explainer to derive crucial code statements that are most decisive to detected vulnerabilities.,True,"The paper conducts experiments applying Coca over three GNN-based vulnerability detectors and evaluates the results, constituting empirical evaluation of the proposed framework.",Causal Fault Localization,yes,,Causal Fault Localization
ICSE 2024,Breaking the Flow: A Study of Interruptions During Software Engineering Activities,"In software engineering, interruptions during tasks can have significant implications for productivity and well-being. While previous studies have investigated the effect of interruptions on productivity, to the best of our knowledge, no prior work has yet distinguished the effect of different types of interruptions on software engineering activities. This study explores the impact of interruptions on software engineering tasks, analyzing in-person and on-screen interruptions with different levels of urgency and dominance. Participants completed code writing, code comprehension, and code review tasks while experiencing interruptions. We collect physiological data using the Empatica EmbracePlus wristband and self-perceived evaluations through surveys. Results show that on-screen interruptions with high dominance of requester significantly increase time spent on code comprehension. In-person and on-screen interruptions combined significantly affect the time spent on code review, with varied effects based on specific interruption combinations. Both interruption type and task significantly influence stress measures, with code comprehension and review tasks associated with lower stress measures compared to code writing. Interestingly, in-person interruptions present a positive impact on physiological measures, indicating reduced stress measures. However, participants' self-perceived stress scores do not align with physiological data, with higher stress reported during in-person interruptions despite lower physiological stress measures. These findings shed light on and emphasize the potential importance of considering the complex relationship between interruptions, objective measures, and subjective experiences in software development. We discuss insights that we hope can inform interruption management and implications on stress among software engineers. (ChatGPT was used to revise and shorten paragraphs in this manuscript.)",10.1145/3597503.3639079,False,The study does not mine data from software repositories; it collects data from a controlled experiment with human participants.,True,both,"The paper uses a controlled experiment (a causal inference method) and makes causal claims such as interruptions 'significantly increase time spent' and 'present a positive impact on physiological measures, indicating reduced stress measures.'",True,"The study conducts a controlled experiment where participants complete software engineering tasks while experiencing interruptions, collecting both physiological data and survey responses for analysis.",Randomized Controlled Experiment; Regression-based Causal Inference,yes,,Randomized Controlled Experiment; Regression-based Causal Inference
ICSE 2024,Causal Relationships and Programming Outcomes: A Transcranial Magnetic Stimulation Experiment,"Understanding the relationship between cognition and programming outcomes is important: it can inform interventions that help novices become experts faster. Neuroimaging techniques can measure brain activity, but prior studies of programming report only correlations. We present the first causal neurological investigation of the cognition of programming by using Transcranial Magnetic Stimulation (TMS). TMS permits temporary and noninvasive disruption of specific brain regions. By disrupting brain regions and then measuring programming outcomes, we discover whether a true causal relationship exists. To the best of our knowledge, this is the first use of TMS to study software engineering. Where multiple previous studies reported correlations, we find no direct causal relationships between implicated brain regions and programming. Using a protocol that follows TMS best practices and mitigates for biases, we replicate psychology findings that TMS affects spatial tasks. We then find that neurostimulation can affect programming outcomes. Multi-level regression analysis shows that TMS stimulation of different regions significantly accounts for 2.2% of the variance in task completion time. Our results have implications for interventions in education and training as well as research into causal cognitive relationships.",10.1145/3597503.3639096,False,"The study is a controlled laboratory experiment involving neurological stimulation and programming tasks, not an analysis of software repository data.",True,both,"The paper explicitly uses TMS as a causal inference method to establish causal relationships between brain regions and programming outcomes, and makes causal claims such as 'no direct causal relationships between implicated brain regions and programming' and 'neurostimulation can affect programming outcomes.'",True,"The paper conducts a controlled experiment using Transcranial Magnetic Stimulation (TMS) on participants and collects quantitative data on programming outcomes, analyzing it with multi-level regression.",Randomized Controlled Experiment,yes,,Randomized Controlled Experiment
ICSE 2024,"GenderMag Improves Discoverability in the Field, Especially for Women: An Multi-Year Case Study of Suggest Edit, a Code Review Feature","Prior research shows that the GenderMag method can help identify and address usability barriers that are more likely to affect women software users than men. However, the evidence for the effectiveness of GenderMag is limited to small lab studies. In this case study, by combining self-reported gender data from tens of thousands of users of an internal code review tool with software logs data gathered over a five-year period, we quantitatively show that GenderMag helped a team at Google (a) correctly identify discoverability as a usability barrier more likely to affect women than men, and (b) increase discoverability by 2.4x while also achieving gender parity. That is, compared to men using the original code review tool, women and men using the system redesigned with GenderMag were both 2.4x more likely to discover the “Suggest Edit” feature at any given time. Thus, this paper contributes the first large-scale evidence of the effectiveness of GenderMag in the field.",10.1145/3597503.3639097,False,"While the study uses software logs from a code review tool, the focus is on evaluating a usability method (GenderMag) through user interaction data rather than mining software repositories to discover insights about software development processes or artifacts.",True,both,"The paper makes causal claims that GenderMag helped increase discoverability by 2.4x and achieve gender parity, and the study design (comparing before/after redesign outcomes) implies a causal inference approach akin to a natural experiment or interrupted time series.",True,The paper is a multi-year case study that combines self-reported gender data from tens of thousands of users with software logs data over a five-year period to quantitatively evaluate the effectiveness of GenderMag in the field.,Quasi-/Natural Experiment,yes,,Quasi-/Natural Experiment
ICSE 2024,&#34;My GitHub Sponsors profile is live!&#34; Investigating the Impact of Twitter/X Mentions on GitHub Sponsors,"GitHub Sponsors was launched in 2019, enabling donations to open-source software developers to provide financial support, as per GitHub's slogan: “Invest in the projects you depend on”. However, a 2022 study on GitHub Sponsors found that only two-fifths of developers who were seeking sponsorship received a donation. The study found that, other than internal actions (such as offering perks to sponsors), developers had advertised their GitHub Spon-sors profiles on social media, such as Twitter (also known as X). Therefore, in this work, we investigate the impact of tweets that contain links to GitHub Sponsors profiles on sponsorship, as well as their reception on Twitter/X. We further characterize these tweets to understand their context and find that (1) such tweets have the impact of increasing the number of sponsors acquired, (2) compared to other donation platforms such as Open Collective and Patreon, GitHub Sponsors has significantly fewer interactions but is more visible on Twitter/X, and (3) developers tend to contribute more to open-source software during the week of posting such tweets. Our findings are the first step toward investigating the impact of social media on obtaining funding to sustain open-source software.",10.1145/3597503.3639127,True,The paper mines data from software-related repositories (GitHub Sponsors profiles) and social media platforms (Twitter/X) to discover empirical insights about open-source funding practices.,True,both,"The paper explicitly investigates 'the impact of tweets' on sponsorship and claims tweets have 'the impact of increasing the number of sponsors acquired,' making causal claims, and the study design appears to analyze temporal relationships between tweets and sponsorship changes.",True,"The paper collects and analyzes data from Twitter/X and GitHub Sponsors to investigate the impact of social media mentions on sponsorship outcomes, constituting an empirical study.",Regression-based Causal Inference,yes,,Regression-based Causal Inference
ICSE 2024,High Expectations: An Observational Study of Programming and Cannabis Intoxication,"Anecdotal evidence of cannabis use by professional programmers abounds. Recent studies have found that some professionals regularly use cannabis while programming, even for work-related tasks. However, accounts of the impacts of cannabis on programming vary widely and are often contradictory. For example, some programmers claim that it impairs their ability to generate correct solutions, while others claim it enhances creativity and focus. There remains a need for an empirical understanding of the true impacts of cannabis on programming. This paper presents the first controlled observational study of cannabis's effects on programming ability. Based on a within-subjects design with over 70 participants, we find that, at ecologically valid dosages, cannabis significantly impairs programming performance. Programs implemented while high contain more bugs and take longer to write $(p < 0.05)$-a small to medium effect $(0.22\ \leq d \leq 0.44)$. We also did not find any evidence that high programmers generate more divergent solutions. However, programmers can accurately assess differences in their programming performance $(r=0.59)$ even when under the influence of cannabis. We hope that this research will facilitate evidence-based policies and help developers make informed decisions regarding cannabis use while programming.",10.1145/3597503.3639145,False,The study collects data through a controlled observational experiment with human participants rather than mining software repositories.,True,both,The paper uses a controlled within-subjects experimental design (a causal inference method) and makes causal claims such as 'cannabis significantly impairs programming performance' and discusses 'effects of cannabis on programming.',True,This paper presents a controlled observational study with over 70 participants collecting quantitative data on programming performance under cannabis intoxication using a within-subjects design.,Randomized Controlled Experiment,yes,,Randomized Controlled Experiment
ICSE 2025,Investigating the Impact of Interpersonal Challenges on Feeling Welcome in OSS,"The sustainability of open source software (OSS) projects hinges on contributor retention. Interpersonal challenges can inhibit a feeling of welcomeness among contributors, particularly from underrepresented groups, which impacts their decision to continue with the project. How much this impact is, varies among individuals, underlining the importance of a thorough understanding of their effects. Here, we investigate the effects of interpersonal challenges on the sense of welcomeness among diverse populations within OSS, through the diversity lenses of gender, race, and (dis)ability. We analyzed the large-scale Linux Foundation Diversity and Inclusion survey (n = 706) to model a theoretical framework linking interpersonal challenges with the sense of welcomeness through Structural Equation Models Partial Least Squares (PLS-SEM). We then examine the model to identify the impact of these challenges on different demographics through Multi-Group Analysis (MGA). Finally, we conducted a regression analysis to investigate how differently people from different demographics experience different types of interpersonal challenges. Our findings confirm the negative association between interpersonal challenges and the feeling of welcomeness in OSS, with this relationship being more pronounced among gender minorities and people with disabilities. We found that different challenges have unique impacts on how people feel welcomed, with variations across gender, race, and disability groups. We also provide evidence that people from gender minorities and with disabilities are more likely to experience interpersonal challenges than their counterparts, especially when we analyze stalking, sexual harassment, and doxxing. Our insights benefit OSS communities, informing potential strategies to improve the landscape of interpersonal relationships, ultimately fostering more inclusive and welcoming communities.",10.1109/ICSE55347.2025.00056,False,"The paper analyzes survey data rather than data mined from software repositories such as version control systems, issue trackers, or code review platforms.",True,both,"The paper uses Structural Equation Modeling (a method often used for causal inference) and makes causal-adjacent claims such as 'effects of interpersonal challenges on the sense of welcomeness,' 'impacts their decision to continue,' and 'different challenges have unique impacts on how people feel welcomed.'",True,"The paper analyzes survey data (n=706) from the Linux Foundation Diversity and Inclusion survey using statistical methods (PLS-SEM, Multi-Group Analysis, regression analysis) to investigate the relationship between interpersonal challenges and feelings of welcomeness in OSS.",Structural Equation Modeling,yes,,Structural Equation Modeling
